ISODISTORT
SUITE
HELP
ISODISTORT: modes details
Parent structure (1 P1)
a=5.59234, b=5.59234, c=3.89428, alpha=90.00000, beta=90.00000, gamma=90.00000
atom site    x         y         z         occ   
Pb1  1a     0.00000   0.00000   0.00000   1.00000
Pb2  1a     0.50000   0.50000   0.00000   1.00000
Ti1  1a     0.50000   0.00000   0.50000   1.00000
Ti2  1a     0.00000   0.50000   0.50000   1.00000
O1   1a     0.25000   0.25000   0.50000   1.00000
O2   1a    -0.25000  -0.25000   0.50000   1.00000
O3   1a     0.25000  -0.25000   0.50000   1.00000
O4   1a    -0.25000   0.25000   0.50000   1.00000
O5   1a     0.50000   0.00000   0.00000   1.00000
O6   1a     0.00000   0.50000   0.00000   1.00000

Subgroup details
1 P1, basis={(-16,0,0),(0,-1,0),(0,0,1)}, origin=(2.99212,1.00000,-0.01301), s=16, i=16

Undistorted superstructure 
a=89.47749, b=5.59234, c=3.89428, alpha=90.00000, beta=90.00000, gamma=90.00000
O28   0.32763  0.25000  0.51301  1.0000  0.0000  0.0000 
O30   0.39013  0.25000  0.51301  0.0000  0.0000  0.0000 
O32   0.45263  0.25000  0.51301 -1.0000  0.0000  0.0000 
O2    0.51513  0.25000  0.51301 -0.0000  0.0000  0.0000 
O4    0.57763  0.25000  0.51301  1.0000  0.0000  0.0000 
O6    0.64013  0.25000  0.51301  0.0000  0.0000  0.0000 
O8    0.70263  0.25000  0.51301 -1.0000  0.0000  0.0000 
O10   0.76513  0.25000  0.51301 -0.0000  0.0000  0.0000 
O12   0.82763  0.25000  0.51301  1.0000  0.0000  0.0000 
O14   0.89013  0.25000  0.51301  0.0000  0.0000  0.0000 
O16   0.95263  0.25000  0.51301 -1.0000  0.0000  0.0000 
O18   0.01513  0.25000  0.51301  0.0000  0.0000  0.0000 
O20   0.07763  0.25000  0.51301  1.0000  0.0000  0.0000 
O22   0.14013  0.25000  0.51301 -0.0000  0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O2:a:dsp]A_1(b) normfactor =  0.00395
O24   0.20263  0.25000  0.51301  0.0000  0.0000  0.0000 
O26   0.26513  0.25000  0.51301 -1.0000  0.0000  0.0000 
O28   0.32763  0.25000  0.51301  0.0000  0.0000  0.0000 
O30   0.39013  0.25000  0.51301  1.0000  0.0000  0.0000 
O32   0.45263  0.25000  0.51301  0.0000  0.0000  0.0000 
O2    0.51513  0.25000  0.51301 -1.0000  0.0000  0.0000 
O4    0.57763  0.25000  0.51301  0.0000  0.0000  0.0000 
O6    0.64013  0.25000  0.51301  1.0000  0.0000  0.0000 
O8    0.70263  0.25000  0.51301  0.0000  0.0000  0.0000 
O10   0.76513  0.25000  0.51301 -1.0000  0.0000  0.0000 
O12   0.82763  0.25000  0.51301  0.0000  0.0000  0.0000 
O14   0.89013  0.25000  0.51301  1.0000  0.0000  0.0000 
O16   0.95263  0.25000  0.51301  0.0000  0.0000  0.0000 
O18   0.01513  0.25000  0.51301 -1.0000  0.0000  0.0000 
O20   0.07763  0.25000  0.51301  0.0000  0.0000  0.0000 
O22   0.14013  0.25000  0.51301  1.0000  0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O2:a:dsp]A_2(a) normfactor =  0.06322
O24   0.20263  0.25000  0.51301  0.0000 -1.0000  0.0000 
O26   0.26513  0.25000  0.51301  0.0000 -0.0000  0.0000 
O28   0.32763  0.25000  0.51301  0.0000  1.0000  0.0000 
O30   0.39013  0.25000  0.51301  0.0000  0.0000  0.0000 
O32   0.45263  0.25000  0.51301  0.0000 -1.0000  0.0000 
O2    0.51513  0.25000  0.51301  0.0000 -0.0000  0.0000 
O4    0.57763  0.25000  0.51301  0.0000  1.0000  0.0000 
O6    0.64013  0.25000  0.51301  0.0000  0.0000  0.0000 
O8    0.70263  0.25000  0.51301  0.0000 -1.0000  0.0000 
O10   0.76513  0.25000  0.51301  0.0000 -0.0000  0.0000 
O12   0.82763  0.25000  0.51301  0.0000  1.0000  0.0000 
O14   0.89013  0.25000  0.51301  0.0000  0.0000  0.0000 
O16   0.95263  0.25000  0.51301  0.0000 -1.0000  0.0000 
O18   0.01513  0.25000  0.51301  0.0000  0.0000  0.0000 
O20   0.07763  0.25000  0.51301  0.0000  1.0000  0.0000 
O22   0.14013  0.25000  0.51301  0.0000 -0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O2:a:dsp]A_2(b) normfactor =  0.06322
O24   0.20263  0.25000  0.51301  0.0000  0.0000  0.0000 
O26   0.26513  0.25000  0.51301  0.0000 -1.0000  0.0000 
O28   0.32763  0.25000  0.51301  0.0000  0.0000  0.0000 
O30   0.39013  0.25000  0.51301  0.0000  1.0000  0.0000 
O32   0.45263  0.25000  0.51301  0.0000  0.0000  0.0000 
O2    0.51513  0.25000  0.51301  0.0000 -1.0000  0.0000 
O4    0.57763  0.25000  0.51301  0.0000  0.0000  0.0000 
O6    0.64013  0.25000  0.51301  0.0000  1.0000  0.0000 
O8    0.70263  0.25000  0.51301  0.0000  0.0000  0.0000 
O10   0.76513  0.25000  0.51301  0.0000 -1.0000  0.0000 
O12   0.82763  0.25000  0.51301  0.0000  0.0000  0.0000 
O14   0.89013  0.25000  0.51301  0.0000  1.0000  0.0000 
O16   0.95263  0.25000  0.51301  0.0000  0.0000  0.0000 
O18   0.01513  0.25000  0.51301  0.0000 -1.0000  0.0000 
O20   0.07763  0.25000  0.51301  0.0000  0.0000  0.0000 
O22   0.14013  0.25000  0.51301  0.0000  1.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O2:a:dsp]A_3(a) normfactor =  0.09079
O24   0.20263  0.25000  0.51301  0.0000  0.0000  1.0000 
O26   0.26513  0.25000  0.51301  0.0000  0.0000  0.0000 
O28   0.32763  0.25000  0.51301  0.0000  0.0000 -1.0000 
O30   0.39013  0.25000  0.51301  0.0000  0.0000 -0.0000 
O32   0.45263  0.25000  0.51301  0.0000  0.0000  1.0000 
O2    0.51513  0.25000  0.51301  0.0000  0.0000  0.0000 
O4    0.57763  0.25000  0.51301  0.0000  0.0000 -1.0000 
O6    0.64013  0.25000  0.51301  0.0000  0.0000 -0.0000 
O8    0.70263  0.25000  0.51301  0.0000  0.0000  1.0000 
O10   0.76513  0.25000  0.51301  0.0000  0.0000  0.0000 
O12   0.82763  0.25000  0.51301  0.0000  0.0000 -1.0000 
O14   0.89013  0.25000  0.51301  0.0000  0.0000 -0.0000 
O16   0.95263  0.25000  0.51301  0.0000  0.0000  1.0000 
O18   0.01513  0.25000  0.51301  0.0000  0.0000 -0.0000 
O20   0.07763  0.25000  0.51301  0.0000  0.0000 -1.0000 
O22   0.14013  0.25000  0.51301  0.0000  0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O2:a:dsp]A_3(b) normfactor =  0.09079
O24   0.20263  0.25000  0.51301  0.0000  0.0000  0.0000 
O26   0.26513  0.25000  0.51301  0.0000  0.0000  1.0000 
O28   0.32763  0.25000  0.51301  0.0000  0.0000  0.0000 
O30   0.39013  0.25000  0.51301  0.0000  0.0000 -1.0000 
O32   0.45263  0.25000  0.51301  0.0000  0.0000  0.0000 
O2    0.51513  0.25000  0.51301  0.0000  0.0000  1.0000 
O4    0.57763  0.25000  0.51301  0.0000  0.0000  0.0000 
O6    0.64013  0.25000  0.51301  0.0000  0.0000 -1.0000 
O8    0.70263  0.25000  0.51301  0.0000  0.0000  0.0000 
O10   0.76513  0.25000  0.51301  0.0000  0.0000  1.0000 
O12   0.82763  0.25000  0.51301  0.0000  0.0000  0.0000 
O14   0.89013  0.25000  0.51301  0.0000  0.0000 -1.0000 
O16   0.95263  0.25000  0.51301  0.0000  0.0000  0.0000 
O18   0.01513  0.25000  0.51301  0.0000  0.0000  1.0000 
O20   0.07763  0.25000  0.51301  0.0000  0.0000  0.0000 
O22   0.14013  0.25000  0.51301  0.0000  0.0000 -1.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O3:a:dsp]A_1(a) normfactor =  0.00395
O37   0.17138  0.25000  0.51301 -1.0000  0.0000  0.0000 
O39   0.23388  0.25000  0.51301 -0.0000  0.0000  0.0000 
O41   0.29638  0.25000  0.51301  1.0000  0.0000  0.0000 
O43   0.35888  0.25000  0.51301  0.0000  0.0000  0.0000 
O45   0.42138  0.25000  0.51301 -1.0000  0.0000  0.0000 
O47   0.48388  0.25000  0.51301 -0.0000  0.0000  0.0000 
O49   0.54638  0.25000  0.51301  1.0000  0.0000  0.0000 
O51   0.60888  0.25000  0.51301  0.0000  0.0000  0.0000 
O53   0.67138  0.25000  0.51301 -1.0000  0.0000  0.0000 
O55   0.73388  0.25000  0.51301 -0.0000  0.0000  0.0000 
O57   0.79638  0.25000  0.51301  1.0000  0.0000  0.0000 
O59   0.85888  0.25000  0.51301  0.0000  0.0000  0.0000 
O61   0.92138  0.25000  0.51301 -1.0000  0.0000  0.0000 
O63   0.98388  0.25000  0.51301  0.0000  0.0000  0.0000 
O33   0.04638  0.25000  0.51301  1.0000  0.0000  0.0000 
O35   0.10888  0.25000  0.51301 -0.0000  0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O3:a:dsp]A_1(b) normfactor =  0.00395
O37   0.17138  0.25000  0.51301  0.0000  0.0000  0.0000 
O39   0.23388  0.25000  0.51301 -1.0000  0.0000  0.0000 
O41   0.29638  0.25000  0.51301  0.0000  0.0000  0.0000 
O43   0.35888  0.25000  0.51301  1.0000  0.0000  0.0000 
O45   0.42138  0.25000  0.51301  0.0000  0.0000  0.0000 
O47   0.48388  0.25000  0.51301 -1.0000  0.0000  0.0000 
O49   0.54638  0.25000  0.51301  0.0000  0.0000  0.0000 
O51   0.60888  0.25000  0.51301  1.0000  0.0000  0.0000 
O53   0.67138  0.25000  0.51301  0.0000  0.0000  0.0000 
O55   0.73388  0.25000  0.51301 -1.0000  0.0000  0.0000 
O57   0.79638  0.25000  0.51301  0.0000  0.0000  0.0000 
O59   0.85888  0.25000  0.51301  1.0000  0.0000  0.0000 
O61   0.92138  0.25000  0.51301  0.0000  0.0000  0.0000 
O63   0.98388  0.25000  0.51301 -1.0000  0.0000  0.0000 
O33   0.04638  0.25000  0.51301  0.0000  0.0000  0.0000 
O35   0.10888  0.25000  0.51301  1.0000  0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O3:a:dsp]A_2(a) normfactor =  0.06322
O37   0.17138  0.25000  0.51301  0.0000 -1.0000  0.0000 
O39   0.23388  0.25000  0.51301  0.0000 -0.0000  0.0000 
O41   0.29638  0.25000  0.51301  0.0000  1.0000  0.0000 
O43   0.35888  0.25000  0.51301  0.0000  0.0000  0.0000 
O45   0.42138  0.25000  0.51301  0.0000 -1.0000  0.0000 
O47   0.48388  0.25000  0.51301  0.0000 -0.0000  0.0000 
O49   0.54638  0.25000  0.51301  0.0000  1.0000  0.0000 
O51   0.60888  0.25000  0.51301  0.0000  0.0000  0.0000 
O53   0.67138  0.25000  0.51301  0.0000 -1.0000  0.0000 
O55   0.73388  0.25000  0.51301  0.0000 -0.0000  0.0000 
O57   0.79638  0.25000  0.51301  0.0000  1.0000  0.0000 
O59   0.85888  0.25000  0.51301  0.0000  0.0000  0.0000 
O61   0.92138  0.25000  0.51301  0.0000 -1.0000  0.0000 
O63   0.98388  0.25000  0.51301  0.0000  0.0000  0.0000 
O33   0.04638  0.25000  0.51301  0.0000  1.0000  0.0000 
O35   0.10888  0.25000  0.51301  0.0000 -0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O3:a:dsp]A_2(b) normfactor =  0.06322
O37   0.17138  0.25000  0.51301  0.0000  0.0000  0.0000 
O39   0.23388  0.25000  0.51301  0.0000 -1.0000  0.0000 
O41   0.29638  0.25000  0.51301  0.0000  0.0000  0.0000 
O43   0.35888  0.25000  0.51301  0.0000  1.0000  0.0000 
O45   0.42138  0.25000  0.51301  0.0000  0.0000  0.0000 
O47   0.48388  0.25000  0.51301  0.0000 -1.0000  0.0000 
O49   0.54638  0.25000  0.51301  0.0000  0.0000  0.0000 
O51   0.60888  0.25000  0.51301  0.0000  1.0000  0.0000 
O53   0.67138  0.25000  0.51301  0.0000  0.0000  0.0000 
O55   0.73388  0.25000  0.51301  0.0000 -1.0000  0.0000 
O57   0.79638  0.25000  0.51301  0.0000  0.0000  0.0000 
O59   0.85888  0.25000  0.51301  0.0000  1.0000  0.0000 
O61   0.92138  0.25000  0.51301  0.0000  0.0000  0.0000 
O63   0.98388  0.25000  0.51301  0.0000 -1.0000  0.0000 
O33   0.04638  0.25000  0.51301  0.0000  0.0000  0.0000 
O35   0.10888  0.25000  0.51301  0.0000  1.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O3:a:dsp]A_3(a) normfactor =  0.09079
O37   0.17138  0.25000  0.51301  0.0000  0.0000  1.0000 
O39   0.23388  0.25000  0.51301  0.0000  0.0000  0.0000 
O41   0.29638  0.25000  0.51301  0.0000  0.0000 -1.0000 
O43   0.35888  0.25000  0.51301  0.0000  0.0000 -0.0000 
O45   0.42138  0.25000  0.51301  0.0000  0.0000  1.0000 
O47   0.48388  0.25000  0.51301  0.0000  0.0000  0.0000 
O49   0.54638  0.25000  0.51301  0.0000  0.0000 -1.0000 
O51   0.60888  0.25000  0.51301  0.0000  0.0000 -0.0000 
O53   0.67138  0.25000  0.51301  0.0000  0.0000  1.0000 
O55   0.73388  0.25000  0.51301  0.0000  0.0000  0.0000 
O57   0.79638  0.25000  0.51301  0.0000  0.0000 -1.0000 
O59   0.85888  0.25000  0.51301  0.0000  0.0000 -0.0000 
O61   0.92138  0.25000  0.51301  0.0000  0.0000  1.0000 
O63   0.98388  0.25000  0.51301  0.0000  0.0000 -0.0000 
O33   0.04638  0.25000  0.51301  0.0000  0.0000 -1.0000 
O35   0.10888  0.25000  0.51301  0.0000  0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O3:a:dsp]A_3(b) normfactor =  0.09079
O37   0.17138  0.25000  0.51301  0.0000  0.0000  0.0000 
O39   0.23388  0.25000  0.51301  0.0000  0.0000  1.0000 
O41   0.29638  0.25000  0.51301  0.0000  0.0000  0.0000 
O43   0.35888  0.25000  0.51301  0.0000  0.0000 -1.0000 
O45   0.42138  0.25000  0.51301  0.0000  0.0000  0.0000 
O47   0.48388  0.25000  0.51301  0.0000  0.0000  1.0000 
O49   0.54638  0.25000  0.51301  0.0000  0.0000  0.0000 
O51   0.60888  0.25000  0.51301  0.0000  0.0000 -1.0000 
O53   0.67138  0.25000  0.51301  0.0000  0.0000  0.0000 
O55   0.73388  0.25000  0.51301  0.0000  0.0000  1.0000 
O57   0.79638  0.25000  0.51301  0.0000  0.0000  0.0000 
O59   0.85888  0.25000  0.51301  0.0000  0.0000 -1.0000 
O61   0.92138  0.25000  0.51301  0.0000  0.0000  0.0000 
O63   0.98388  0.25000  0.51301  0.0000  0.0000  1.0000 
O33   0.04638  0.25000  0.51301  0.0000  0.0000  0.0000 
O35   0.10888  0.25000  0.51301  0.0000  0.0000 -1.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O4:a:dsp]A_1(a) normfactor =  0.00395
O7    0.20263  0.75000  0.51301 -1.0000  0.0000  0.0000 
O9    0.26513  0.75000  0.51301 -0.0000  0.0000  0.0000 
O11   0.32763  0.75000  0.51301  1.0000  0.0000  0.0000 
O13   0.39013  0.75000  0.51301  0.0000  0.0000  0.0000 
O15   0.45263  0.75000  0.51301 -1.0000  0.0000  0.0000 
O17   0.51513  0.75000  0.51301 -0.0000  0.0000  0.0000 
O19   0.57763  0.75000  0.51301  1.0000  0.0000  0.0000 
O21   0.64013  0.75000  0.51301  0.0000  0.0000  0.0000 
O23   0.70263  0.75000  0.51301 -1.0000  0.0000  0.0000 
O25   0.76513  0.75000  0.51301 -0.0000  0.0000  0.0000 
O27   0.82763  0.75000  0.51301  1.0000  0.0000  0.0000 
O29   0.89013  0.75000  0.51301  0.0000  0.0000  0.0000 
O31   0.95263  0.75000  0.51301 -1.0000  0.0000  0.0000 
O1    0.01513  0.75000  0.51301  0.0000  0.0000  0.0000 
O3    0.07763  0.75000  0.51301  1.0000  0.0000  0.0000 
O5    0.14013  0.75000  0.51301 -0.0000  0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O4:a:dsp]A_1(b) normfactor =  0.00395
O7    0.20263  0.75000  0.51301  0.0000  0.0000  0.0000 
O9    0.26513  0.75000  0.51301 -1.0000  0.0000  0.0000 
O11   0.32763  0.75000  0.51301  0.0000  0.0000  0.0000 
O13   0.39013  0.75000  0.51301  1.0000  0.0000  0.0000 
O15   0.45263  0.75000  0.51301  0.0000  0.0000  0.0000 
O17   0.51513  0.75000  0.51301 -1.0000  0.0000  0.0000 
O19   0.57763  0.75000  0.51301  0.0000  0.0000  0.0000 
O21   0.64013  0.75000  0.51301  1.0000  0.0000  0.0000 
O23   0.70263  0.75000  0.51301  0.0000  0.0000  0.0000 
O25   0.76513  0.75000  0.51301 -1.0000  0.0000  0.0000 
O27   0.82763  0.75000  0.51301  0.0000  0.0000  0.0000 
O29   0.89013  0.75000  0.51301  1.0000  0.0000  0.0000 
O31   0.95263  0.75000  0.51301  0.0000  0.0000  0.0000 
O1    0.01513  0.75000  0.51301 -1.0000  0.0000  0.0000 
O3    0.07763  0.75000  0.51301  0.0000  0.0000  0.0000 
O5    0.14013  0.75000  0.51301  1.0000  0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O4:a:dsp]A_2(a) normfactor =  0.06322
O7    0.20263  0.75000  0.51301  0.0000 -1.0000  0.0000 
O9    0.26513  0.75000  0.51301  0.0000 -0.0000  0.0000 
O11   0.32763  0.75000  0.51301  0.0000  1.0000  0.0000 
O13   0.39013  0.75000  0.51301  0.0000  0.0000  0.0000 
O15   0.45263  0.75000  0.51301  0.0000 -1.0000  0.0000 
O17   0.51513  0.75000  0.51301  0.0000 -0.0000  0.0000 
O19   0.57763  0.75000  0.51301  0.0000  1.0000  0.0000 
O21   0.64013  0.75000  0.51301  0.0000  0.0000  0.0000 
O23   0.70263  0.75000  0.51301  0.0000 -1.0000  0.0000 
O25   0.76513  0.75000  0.51301  0.0000 -0.0000  0.0000 
O27   0.82763  0.75000  0.51301  0.0000  1.0000  0.0000 
O29   0.89013  0.75000  0.51301  0.0000  0.0000  0.0000 
O31   0.95263  0.75000  0.51301  0.0000 -1.0000  0.0000 
O1    0.01513  0.75000  0.51301  0.0000  0.0000  0.0000 
O3    0.07763  0.75000  0.51301  0.0000  1.0000  0.0000 
O5    0.14013  0.75000  0.51301  0.0000 -0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O4:a:dsp]A_2(b) normfactor =  0.06322
O7    0.20263  0.75000  0.51301  0.0000  0.0000  0.0000 
O9    0.26513  0.75000  0.51301  0.0000 -1.0000  0.0000 
O11   0.32763  0.75000  0.51301  0.0000  0.0000  0.0000 
O13   0.39013  0.75000  0.51301  0.0000  1.0000  0.0000 
O15   0.45263  0.75000  0.51301  0.0000  0.0000  0.0000 
O17   0.51513  0.75000  0.51301  0.0000 -1.0000  0.0000 
O19   0.57763  0.75000  0.51301  0.0000  0.0000  0.0000 
O21   0.64013  0.75000  0.51301  0.0000  1.0000  0.0000 
O23   0.70263  0.75000  0.51301  0.0000  0.0000  0.0000 
O25   0.76513  0.75000  0.51301  0.0000 -1.0000  0.0000 
O27   0.82763  0.75000  0.51301  0.0000  0.0000  0.0000 
O29   0.89013  0.75000  0.51301  0.0000  1.0000  0.0000 
O31   0.95263  0.75000  0.51301  0.0000  0.0000  0.0000 
O1    0.01513  0.75000  0.51301  0.0000 -1.0000  0.0000 
O3    0.07763  0.75000  0.51301  0.0000  0.0000  0.0000 
O5    0.14013  0.75000  0.51301  0.0000  1.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O4:a:dsp]A_3(a) normfactor =  0.09079
O7    0.20263  0.75000  0.51301  0.0000  0.0000  1.0000 
O9    0.26513  0.75000  0.51301  0.0000  0.0000  0.0000 
O11   0.32763  0.75000  0.51301  0.0000  0.0000 -1.0000 
O13   0.39013  0.75000  0.51301  0.0000  0.0000 -0.0000 
O15   0.45263  0.75000  0.51301  0.0000  0.0000  1.0000 
O17   0.51513  0.75000  0.51301  0.0000  0.0000  0.0000 
O19   0.57763  0.75000  0.51301  0.0000  0.0000 -1.0000 
O21   0.64013  0.75000  0.51301  0.0000  0.0000 -0.0000 
O23   0.70263  0.75000  0.51301  0.0000  0.0000  1.0000 
O25   0.76513  0.75000  0.51301  0.0000  0.0000  0.0000 
O27   0.82763  0.75000  0.51301  0.0000  0.0000 -1.0000 
O29   0.89013  0.75000  0.51301  0.0000  0.0000 -0.0000 
O31   0.95263  0.75000  0.51301  0.0000  0.0000  1.0000 
O1    0.01513  0.75000  0.51301  0.0000  0.0000 -0.0000 
O3    0.07763  0.75000  0.51301  0.0000  0.0000 -1.0000 
O5    0.14013  0.75000  0.51301  0.0000  0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O4:a:dsp]A_3(b) normfactor =  0.09079
O7    0.20263  0.75000  0.51301  0.0000  0.0000  0.0000 
O9    0.26513  0.75000  0.51301  0.0000  0.0000  1.0000 
O11   0.32763  0.75000  0.51301  0.0000  0.0000  0.0000 
O13   0.39013  0.75000  0.51301  0.0000  0.0000 -1.0000 
O15   0.45263  0.75000  0.51301  0.0000  0.0000  0.0000 
O17   0.51513  0.75000  0.51301  0.0000  0.0000  1.0000 
O19   0.57763  0.75000  0.51301  0.0000  0.0000  0.0000 
O21   0.64013  0.75000  0.51301  0.0000  0.0000 -1.0000 
O23   0.70263  0.75000  0.51301  0.0000  0.0000  0.0000 
O25   0.76513  0.75000  0.51301  0.0000  0.0000  1.0000 
O27   0.82763  0.75000  0.51301  0.0000  0.0000  0.0000 
O29   0.89013  0.75000  0.51301  0.0000  0.0000 -1.0000 
O31   0.95263  0.75000  0.51301  0.0000  0.0000  0.0000 
O1    0.01513  0.75000  0.51301  0.0000  0.0000  1.0000 
O3    0.07763  0.75000  0.51301  0.0000  0.0000  0.0000 
O5    0.14013  0.75000  0.51301  0.0000  0.0000 -1.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O5:a:dsp]A_1(a) normfactor =  0.00395
O69   0.15576  0.00000  0.01301 -1.0000  0.0000  0.0000 
O71   0.21826  0.00000  0.01301 -0.0000  0.0000  0.0000 
O73   0.28076  0.00000  0.01301  1.0000  0.0000  0.0000 
O75   0.34326  0.00000  0.01301  0.0000  0.0000  0.0000 
O77   0.40576  0.00000  0.01301 -1.0000  0.0000  0.0000 
O79   0.46826  0.00000  0.01301 -0.0000  0.0000  0.0000 
O66   0.53076  0.00000  0.01301  1.0000  0.0000  0.0000 
O68   0.59326  0.00000  0.01301  0.0000  0.0000  0.0000 
O70   0.65576  0.00000  0.01301 -1.0000  0.0000  0.0000 
O72   0.71826  0.00000  0.01301 -0.0000  0.0000  0.0000 
O74   0.78076  0.00000  0.01301  1.0000  0.0000  0.0000 
O76   0.84326  0.00000  0.01301  0.0000  0.0000  0.0000 
O78   0.90576  0.00000  0.01301 -1.0000  0.0000  0.0000 
O80   0.96826  0.00000  0.01301  0.0000  0.0000  0.0000 
O65   0.03076  0.00000  0.01301  1.0000  0.0000  0.0000 
O67   0.09326  0.00000  0.01301 -0.0000  0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O5:a:dsp]A_1(b) normfactor =  0.00395
O69   0.15576  0.00000  0.01301  0.0000  0.0000  0.0000 
O71   0.21826  0.00000  0.01301 -1.0000  0.0000  0.0000 
O73   0.28076  0.00000  0.01301  0.0000  0.0000  0.0000 
O75   0.34326  0.00000  0.01301  1.0000  0.0000  0.0000 
O77   0.40576  0.00000  0.01301  0.0000  0.0000  0.0000 
O79   0.46826  0.00000  0.01301 -1.0000  0.0000  0.0000 
O66   0.53076  0.00000  0.01301  0.0000  0.0000  0.0000 
O68   0.59326  0.00000  0.01301  1.0000  0.0000  0.0000 
O70   0.65576  0.00000  0.01301  0.0000  0.0000  0.0000 
O72   0.71826  0.00000  0.01301 -1.0000  0.0000  0.0000 
O74   0.78076  0.00000  0.01301  0.0000  0.0000  0.0000 
O76   0.84326  0.00000  0.01301  1.0000  0.0000  0.0000 
O78   0.90576  0.00000  0.01301  0.0000  0.0000  0.0000 
O80   0.96826  0.00000  0.01301 -1.0000  0.0000  0.0000 
O65   0.03076  0.00000  0.01301  0.0000  0.0000  0.0000 
O67   0.09326  0.00000  0.01301  1.0000  0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O5:a:dsp]A_2(a) normfactor =  0.06322
O69   0.15576  0.00000  0.01301  0.0000 -1.0000  0.0000 
O71   0.21826  0.00000  0.01301  0.0000 -0.0000  0.0000 
O73   0.28076  0.00000  0.01301  0.0000  1.0000  0.0000 
O75   0.34326  0.00000  0.01301  0.0000  0.0000  0.0000 
O77   0.40576  0.00000  0.01301  0.0000 -1.0000  0.0000 
O79   0.46826  0.00000  0.01301  0.0000 -0.0000  0.0000 
O66   0.53076  0.00000  0.01301  0.0000  1.0000  0.0000 
O68   0.59326  0.00000  0.01301  0.0000  0.0000  0.0000 
O70   0.65576  0.00000  0.01301  0.0000 -1.0000  0.0000 
O72   0.71826  0.00000  0.01301  0.0000 -0.0000  0.0000 
O74   0.78076  0.00000  0.01301  0.0000  1.0000  0.0000 
O76   0.84326  0.00000  0.01301  0.0000  0.0000  0.0000 
O78   0.90576  0.00000  0.01301  0.0000 -1.0000  0.0000 
O80   0.96826  0.00000  0.01301  0.0000  0.0000  0.0000 
O65   0.03076  0.00000  0.01301  0.0000  1.0000  0.0000 
O67   0.09326  0.00000  0.01301  0.0000 -0.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O5:a:dsp]A_2(b) normfactor =  0.06322
O69   0.15576  0.00000  0.01301  0.0000  0.0000  0.0000 
O71   0.21826  0.00000  0.01301  0.0000 -1.0000  0.0000 
O73   0.28076  0.00000  0.01301  0.0000  0.0000  0.0000 
O75   0.34326  0.00000  0.01301  0.0000  1.0000  0.0000 
O77   0.40576  0.00000  0.01301  0.0000  0.0000  0.0000 
O79   0.46826  0.00000  0.01301  0.0000 -1.0000  0.0000 
O66   0.53076  0.00000  0.01301  0.0000  0.0000  0.0000 
O68   0.59326  0.00000  0.01301  0.0000  1.0000  0.0000 
O70   0.65576  0.00000  0.01301  0.0000  0.0000  0.0000 
O72   0.71826  0.00000  0.01301  0.0000 -1.0000  0.0000 
O74   0.78076  0.00000  0.01301  0.0000  0.0000  0.0000 
O76   0.84326  0.00000  0.01301  0.0000  1.0000  0.0000 
O78   0.90576  0.00000  0.01301  0.0000  0.0000  0.0000 
O80   0.96826  0.00000  0.01301  0.0000 -1.0000  0.0000 
O65   0.03076  0.00000  0.01301  0.0000  0.0000  0.0000 
O67   0.09326  0.00000  0.01301  0.0000  1.0000  0.0000 

P1[1/4,0,0]GP1GQ1(a,b)[O5:a:dsp]A_3(a) normfactor =  0.09079
O69   0.15576  0.00000  0.01301  0.0000  0.0000  1.0000 
O71   0.21826  0.00000  0.01301  0.0000  0.0000  0.0000 
O73   0.28076  0.00000  0.01301  0.0000  0.0000 -1.0000 
O75   0.34326  0.00000  0.01301  0.0000  0.0000 -0.0000 
O77   0.40576  0.00000  0.01301  0.0000  0.0000  1.0000 
O79   0.46826  0.00000  0.01301  0.0000  0.0000  0.0000 
O66   0.53076  0.00000  0.01301  0.0000  0.0000 -1.0000 
O68   0.59326  0.00000  0.01301  0.0000  0.0000 -0.0000 
O70   0.65576  0.00000  0.01301  0.0000  0.0000  1.0000 
O72   0.71826  0.00000  0.01301  0.0000  0.0000  0.0000 
